ax,ay,az,gx,gy,gz,slot,label
-1.1147,-0.2466,0.2529,23.902,61.159,-36.524,4,41
-1.1187,-0.2324,0.2568,24.512,63.537,-37.439,4,41
-1.1436,-0.2207,0.2749,25.427,66.341,-38.049,4,41
-1.1440,-0.1943,0.2939,27.378,69.878,-39.085,4,41
-1.1709,-0.1782,0.3071,28.415,73.841,-40.305,4,41
-1.1807,-0.1680,0.3354,29.329,78.049,-41.402,4,41
-1.1982,-0.1572,0.3579,29.878,83.354,-42.683,4,41
-1.2212,-0.1440,0.3848,30.610,88.963,-44.512,4,41
-1.0645,-0.5737,0.1836,68.841,-55.061,-28.476,3,41
-1.0566,-0.5356,0.1577,60.305,-54.024,-26.524,3,41
-1.0400,-0.4878,0.1338,50.305,-52.378,-24.207,3,41
-1.0103,-0.4302,0.1118,39.695,-50.610,-22.195,3,41
-0.9883,-0.3828,0.0967,29.207,-49.024,-19.512,3,41
-0.9717,-0.3442,0.0796,19.024,-47.866,-17.256,3,41
-0.9624,-0.3208,0.0854,10.427,-46.951,-15.061,3,41
-0.9604,-0.2949,0.0820,2.866,-45.915,-13.720,3,41
-1.2334,-0.1455,0.4126,32.134,95.366,-45.732,4,41
-1.2583,-0.1382,0.4561,34.146,101.280,-47.439,4,41
-1.2813,-0.1475,0.5146,37.378,107.744,-48.659,4,41
-1.2925,-0.1504,0.5806,41.585,113.476,-49.512,4,41
-1.3037,-0.1499,0.6226,45.427,118.720,-50.854,4,41
-1.3125,-0.1460,0.6812,49.329,124.085,-51.463,4,41
-1.3110,-0.1343,0.7080,53.476,129.390,-52.256,4,41
-1.3228,-0.1279,0.7192,57.256,134.451,-52.805,4,41
-0.9639,-0.2695,0.0752,-3.720,-45.366,-13.110,3,41
-0.9810,-0.2476,0.0752,-10.122,-45.000,-13.293,3,41
-1.0039,-0.2144,0.0503,-15.305,-43.902,-13.841,3,41
-1.0400,-0.1782,0.0396,-21.463,-42.927,-14.146,3,41
-1.0679,-0.1245,0.0239,-27.439,-41.463,-15.122,3,41
-1.0996,-0.0645,0.0117,-33.171,-41.037,-15.549,3,41
-1.1094,-0.0186,0.0137,-39.329,-40.061,-15.793,3,41
-1.1255,0.0313,0.0127,-45.122,-38.780,-14.939,3,41
-1.3267,-0.1294,0.7051,60.610,139.634,-52.439,4,41
-1.3223,-0.1362,0.6665,63.780,144.451,-51.768,4,41
-1.3208,-0.1567,0.5918,67.378,149.329,-50.549,4,41
-1.3115,-0.1890,0.5254,71.341,153.902,-49.268,4,41
-1.3052,-0.2324,0.4639,74.634,158.293,-47.744,4,41
-1.2861,-0.2788,0.3975,77.134,161.524,-46.341,4,41
-1.2646,-0.3232,0.3550,78.659,164.512,-45.305,4,41
-1.2461,-0.3594,0.3213,78.354,165.793,-44.390,4,41
-1.1318,0.0684,0.0029,-49.390,-38.659,-14.390,3,41
-1.1270,0.1118,-0.0151,-50.732,-38.963,-13.902,3,41
-1.1035,0.1504,-0.0474,-51.829,-39.390,-13.293,3,41
-1.0801,0.1904,-0.0771,-52.561,-39.207,-12.866,3,41
-1.0430,0.2139,-0.1050,-54.390,-39.024,-12.561,3,41
-1.0059,0.2480,-0.1167,-56.159,-38.171,-12.439,3,41
