ax,ay,az,gx,gy,gz,slot,label
0.4629,0.1826,0.3423,-18.841,-1.524,-14.573,2,20
0.4565,0.2290,0.3374,-15.305,-0.976,-13.537,2,20
0.4492,0.2842,0.3306,-11.585,0.000,-12.317,2,20
0.4424,0.3394,0.3345,-7.866,0.488,-11.646,2,20
0.4341,0.4063,0.3389,-3.720,1.280,-10.427,2,20
0.4268,0.4692,0.3423,0.000,1.646,-8.841,2,20
0.4312,0.5396,0.3481,3.537,1.768,-6.951,2,20
0.4360,0.6152,0.3647,6.768,2.012,-4.573,2,20
0.4600,0.1094,0.6050,251.890,-15.793,3.720,1,20
0.4492,0.0664,0.6172,249.634,-15.000,6.037,1,20
0.4395,0.0166,0.6348,247.012,-13.902,8.659,1,20
0.4272,-0.0337,0.6563,244.085,-13.354,11.585,1,20
0.4160,-0.0850,0.6689,239.390,-12.256,14.146,1,20
0.4004,-0.1436,0.6968,233.293,-11.463,17.256,1,20
0.3853,-0.2051,0.7183,226.220,-10.488,20.122,1,20
0.3672,-0.2773,0.7407,217.378,-10.122,22.317,1,20
0.4351,0.6978,0.3794,10.244,1.585,-2.195,2,20
0.4453,0.7744,0.3921,11.829,1.220,0.732,2,20
0.4551,0.8413,0.3872,13.293,1.037,2.988,2,20
0.4565,0.9043,0.3984,13.476,0.793,5.488,2,20
0.4678,0.9580,0.3921,12.439,0.915,7.012,2,20
0.4756,1.0039,0.3867,11.159,0.732,7.622,2,20
0.4761,1.0439,0.3911,9.329,0.976,7.500,2,20
0.4854,1.0786,0.3857,8.049,1.402,6.159,2,20
0.3555,-0.3521,0.7754,207.500,-9.939,23.841,1,20
0.3398,-0.4331,0.8066,195.854,-9.878,25.366,1,20
0.3438,-0.5205,0.8438,183.354,-10.061,26.037,1,20
0.3296,-0.6040,0.8857,168.902,-10.183,26.951,1,20
0.3438,-0.7046,0.9102,153.902,-10.183,27.256,1,20
0.3511,-0.8047,0.9614,137.866,-10.610,27.866,1,20
0.3721,-0.9023,1.0112,120.427,-10.061,28.841,1,20
0.3867,-1.0024,1.0620,103.537,-9.512,29.451,1,20
0.4800,1.1240,0.3901,6.768,1.829,3.902,2,20
0.4814,1.1694,0.3853,5.549,1.890,1.037,2,20
0.4795,1.2202,0.3984,4.451,2.012,-1.890,2,20
0.4766,1.2729,0.3950,2.317,1.280,-5.427,2,20
0.4761,1.3218,0.3931,-1.037,-0.122,-9.024,2,20
0.4775,1.3711,0.4004,-5.732,-1.220,-12.561,2,20
0.4717,1.4014,0.3887,-11.768,-3.720,-16.159,2,20
0.4692,1.4229,0.3818,-18.476,-6.159,-19.390,2,20
0.4077,-1.1138,1.1006,86.890,-7.927,30.427,1,20
0.4292,-1.2290,1.1362,70.305,-5.549,31.280,1,20
0.4702,-1.3457,1.1533,55.061,-2.561,32.561,1,20
0.5059,-1.4609,1.1880,41.159,1.585,34.451,1,20
0.5449,-1.5737,1.2124,29.573,5.793,36.646,1,20
0.5825,-1.6787,1.2412,19.329,9.878,39.817,1,20
0.6211,-1.7754,1.2671,11.646,13.598,43.841,1,20
0.6460,-1.8657,1.2754,5.366,16.524,48.293,1,20
0.4712,1.4434,0.3765,-25.244,-8.841,-22.012,2,20
0.4795,1.4424,0.3652,-30.610,-11.220,-23.963,2,20
0.4785,1.4390,0.3447,-34.268,-13.537,-25.000,2,20
0.4795,1.4380,0.3550,-35.610,-15.122,-24.756,2,20
0.4917,1.4258,0.3506,-35.000,-15.854,-22.866,2,20
0.4897,1.4341,0.3447,-31.768,-16.341,-19.451,2,20
0.4961,1.4341,0.3462,-26.646,-15.610,-14.817,2,20
0.5156,1.4419,0.3413,-20.122,-14.634,-8.598,2,20
