ax,ay,az,gx,gy,gz,slot,label
-1.1221,-0.3022,0.4097,47.683,-38.902,-17.500,3,41
-1.0342,-0.3975,0.3486,57.439,-39.146,-24.634,3,41
-1.0039,-0.4297,0.2417,64.329,-38.415,-30.183,3,41
-0.9917,-0.4033,0.1172,67.378,-37.683,-33.598,3,41
-1.0112,-0.3408,-0.0103,68.110,-37.073,-35.915,3,41
-1.0479,-0.2563,-0.1147,67.805,-36.829,-37.073,3,41
-1.0742,-0.1431,-0.1904,66.585,-36.159,-37.500,3,41
-1.1074,-0.0190,-0.2144,64.146,-35.854,-37.378,3,41
-1.0293,-0.1016,0.2007,34.268,14.146,-31.341,4,41
-1.0361,-0.1284,0.1943,36.524,15.427,-32.439,4,41
-1.0410,-0.1484,0.1797,38.720,16.524,-33.659,4,41
-1.0479,-0.1675,0.1729,40.793,17.500,-34.878,4,41
-1.0488,-0.1782,0.1704,42.744,18.659,-35.915,4,41
-1.0522,-0.1904,0.1699,44.939,19.756,-36.951,4,41
-1.0581,-0.2085,0.1597,47.256,20.976,-37.439,4,41
-1.0576,-0.2236,0.1665,49.268,23.110,-38.354,4,41
-1.1079,0.1113,-0.2051,60.976,-35.854,-36.951,3,41
-1.0874,0.2036,-0.1895,56.646,-36.098,-35.305,3,41
-1.0439,0.2520,-0.1763,52.378,-36.463,-33.902,3,41
-0.9941,0.2886,-0.1743,49.085,-36.524,-32.256,3,41
-0.9346,0.2832,-0.1514,46.463,-37.012,-30.854,3,41
-0.8916,0.2632,-0.1538,44.268,-37.256,-29.329,3,41
-0.8550,0.2368,-0.1470,41.829,-37.561,-28.171,3,41
-0.8208,0.2031,-0.1318,39.756,-38.232,-27.561,3,41
-1.0576,-0.2383,0.1709,51.159,24.329,-38.963,4,41
-1.0552,-0.2505,0.1924,53.293,25.854,-39.207,4,41
-1.0547,-0.2622,0.2080,55.427,27.866,-39.634,4,41
-1.0488,-0.2769,0.2290,56.341,29.817,-40.122,4,41
-1.0425,-0.2798,0.2280,56.890,31.646,-40.122,4,41
-1.0376,-0.2915,0.2402,56.890,32.927,-40.427,4,41
-1.0332,-0.3022,0.2388,56.646,34.146,-40.305,4,41
-1.0288,-0.3120,0.2334,56.402,34.756,-40.244,4,41
-0.9199,0.1450,-0.0513,40.915,-40.915,-28.110,3,41
-0.9395,0.1357,-0.0552,45.000,-41.768,-27.622,3,41
-0.9663,0.1216,-0.0522,48.293,-42.439,-27.439,3,41
-0.9893,0.0977,-0.0596,51.098,-43.415,-26.951,3,41
-1.0107,0.0781,-0.0679,52.805,-43.720,-27.012,3,41
-1.0264,0.0532,-0.0596,54.634,-44.573,-26.951,3,41
-1.0488,0.0298,-0.0586,56.646,-45.061,-26.524,3,41
-1.0620,0.0088,-0.0366,55.793,-45.427,-26.037,3,41
-1.0244,-0.4160,0.2393,55.488,42.683,-36.768,4,41
-1.0254,-0.4038,0.2661,53.841,43.110,-35.976,4,41
-1.0264,-0.4053,0.2969,50.000,42.866,-35.854,4,41
-1.0083,-0.3970,0.3242,44.085,42.500,-35.915,4,41
-1.0015,-0.3896,0.3262,37.195,41.220,-36.585,4,41
-0.9995,-0.3823,0.3091,29.878,40.122,-37.012,4,41
-0.9985,-0.3911,0.2900,24.390,39.512,-37.622,4,41
-1.0024,-0.3862,0.2720,20.244,39.329,-37.866,4,41
-1.0698,-0.0249,-0.0366,54.634,-46.280,-25.122,3,41
-1.0762,-0.0586,-0.0347,52.683,-47.256,-24.329,3,41
