ax,ay,az,gx,gy,gz,slot,label
0.3159,1.4512,-0.3130,7.256,9.024,-106.585,2,90
0.3101,1.4771,-0.3271,10.549,7.927,-104.024,2,90
0.2988,1.5000,-0.3276,13.476,7.195,-101.646,2,90
0.2876,1.5352,-0.3374,14.939,6.463,-98.841,2,90
0.2837,1.5557,-0.3423,16.280,6.037,-95.915,2,90
0.2690,1.6006,-0.3545,16.951,5.305,-92.622,2,90
0.2534,1.6260,-0.3604,16.829,4.451,-88.902,2,90
0.2441,1.6587,-0.3691,16.220,3.902,-84.817,2,90
-0.9282,-0.3730,0.0479,-3.171,-5.305,3.659,3,42
-0.9307,-0.3799,0.0508,-3.902,-5.549,4.024,3,42
-0.9341,-0.3784,0.0396,-4.207,-6.159,4.024,3,42
-0.9341,-0.3726,0.0420,-4.695,-6.585,4.085,3,42
-0.9346,-0.3770,0.0542,-5.000,-6.768,4.085,3,42
-0.9331,-0.3740,0.0508,-5.305,-6.768,4.268,3,42
-0.9297,-0.3755,0.0557,-5.793,-7.439,4.329,3,42
-0.9268,-0.3721,0.0391,-6.463,-7.683,4.329,3,42
0.5825,-1.4780,-0.1055,17.744,-5.915,27.134,1,90
0.5796,-1.4653,-0.1016,16.829,-6.768,25.671,1,90
0.5762,-1.4717,-0.1099,16.098,-7.561,24.390,1,90
0.5635,-1.4683,-0.1191,15.427,-8.232,23.171,1,90
0.5605,-1.4619,-0.1226,14.451,-8.963,21.951,1,90
0.5562,-1.4561,-0.1362,13.598,-9.878,20.488,1,90
0.5527,-1.4531,-0.1377,12.378,-10.244,19.146,1,90
0.5527,-1.4468,-0.1523,11.159,-11.220,18.110,1,90
-0.9502,-0.0972,-0.0522,-13.659,-14.268,-4.512,4,42
-0.9604,-0.1108,-0.0562,-12.500,-14.390,-4.573,4,42
-0.9668,-0.1060,-0.0542,-11.280,-14.573,-4.878,4,42
-0.9771,-0.1221,-0.0527,-10.610,-14.878,-5.122,4,42
-0.9741,-0.1318,-0.0483,-10.732,-14.817,-5.244,4,42
-0.9868,-0.1396,-0.0469,-10.122,-14.817,-5.366,4,42
-0.9829,-0.1543,-0.0435,-10.183,-15.000,-5.671,4,42
-0.9819,-0.1538,-0.0371,-10.427,-15.061,-5.427,4,42
0.5474,-1.4365,-0.1528,9.939,-11.951,16.463,1,90
0.5371,-1.4390,-0.1660,8.720,-12.317,15.305,1,90
0.5322,-1.4336,-0.1704,7.317,-12.988,13.963,1,90
0.5269,-1.4214,-0.1807,5.488,-13.415,12.439,1,90
0.5146,-1.4092,-0.1831,3.598,-13.902,11.159,1,90
0.5083,-1.3994,-0.1924,2.256,-14.512,9.878,1,90
0.5122,-1.3892,-0.2017,-0.061,-15.122,8.659,1,90
0.5054,-1.3755,-0.2095,-1.890,-15.488,7.256,1,90
-0.9780,-0.1538,-0.0171,-10.427,-15.000,-6.098,4,42
-0.9785,-0.1533,-0.0156,-10.915,-15.183,-5.915,4,42
-0.9775,-0.1455,-0.0073,-12.012,-15.305,-5.976,4,42
-0.9683,-0.1494,-0.0034,-12.256,-15.122,-5.549,4,42
-0.9658,-0.1514,-0.0010,-12.927,-15.061,-5.000,4,42
-0.9766,-0.1494,0.0054,-13.659,-14.634,-4.512,4,42
-0.9775,-0.1450,0.0088,-13.841,-14.695,-4.146,4,42
-0.9761,-0.1597,0.0054,-14.207,-14.451,-4.085,4,42
0.4971,-1.3623,-0.2173,-3.841,-15.732,5.732,1,90
0.4839,-1.3525,-0.2158,-5.976,-16.220,4.329,1,90
0.4858,-1.3281,-0.2231,-8.354,-16.524,2.866,1,90
0.4814,-1.3149,-0.2251,-10.549,-16.524,1.768,1,90
0.4780,-1.2954,-0.2324,-12.561,-16.829,0.427,1,90
0.4751,-1.2793,-0.2314,-14.939,-17.073,-0.854,1,90
0.4766,-1.2622,-0.2344,-17.439,-17.134,-1.890,1,90
0.4775,-1.2427,-0.2339,-19.268,-17.073,-3.110,1,90
-0.9795,-0.1631,0.0088,-14.634,-14.207,-4.024,4,42
-0.9780,-0.1851,0.0015,-14.634,-13.780,-3.354,4,42
-0.9912,-0.1938,-0.0059,-15.061,-13.354,-2.866,4,42
-0.9883,-0.1992,0.0054,-15.061,-13.049,-2.744,4,42
-0.9878,-0.2100,-0.0010,-15.244,-12.561,-2.683,4,42
-0.9824,-0.2153,-0.0137,-15.671,-12.195,-2.500,4,42
-0.9873,-0.2188,-0.0088,-16.098,-11.829,-2.378,4,42
-0.9858,-0.2168,0.0005,-16.585,-11.402,-2.256,4,42
0.4707,-1.2305,-0.2314,-21.646,-17.134,-3.902,1,90
0.4678,-1.2148,-0.2383,-23.902,-17.256,-4.756,1,90
0.4678,-1.1938,-0.2412,-25.732,-17.500,-5.488,1,90
0.4712,-1.1743,-0.2437,-27.561,-17.744,-6.524,1,90
0.4609,-1.1577,-0.2378,-29.512,-17.561,-7.500,1,90
0.4561,-1.1382,-0.2388,-31.463,-17.561,-8.049,1,90
0.4541,-1.1128,-0.2388,-34.085,-17.317,-9.085,1,90
0.4556,-1.0986,-0.2383,-35.732,-17.317,-9.878,1,90
-0.9839,-0.2095,0.0063,-16.585,-11.037,-2.012,4,42
-0.9839,-0.2046,0.0078,-16.463,-10.610,-2.012,4,42
-0.9834,-0.2021,0.0068,-16.768,-9.756,-1.890,4,42
-0.9844,-0.1914,-0.0024,-17.134,-9.329,-1.707,4,42
-0.9785,-0.1890,-0.0010,-17.439,-9.024,-1.585,4,42
-0.9800,-0.1860,0.0083,-17.866,-8.232,-1.585,4,42
-0.9805,-0.1733,0.0107,-17.134,-7.683,-1.402,4,42
-0.9771,-0.1572,0.0161,-17.012,-6.951,-0.976,4,42
0.4497,-1.0806,-0.2407,-36.890,-17.012,-10.549,1,90
0.4492,-1.0679,-0.2402,-38.598,-17.012,-10.915,1,90
0.4438,-1.0557,-0.2368,-40.000,-16.707,-11.280,1,90
0.4424,-1.0400,-0.2329,-40.976,-16.220,-11.951,1,90
0.4448,-1.0298,-0.2378,-42.012,-16.220,-11.951,1,90
0.4424,-1.0151,-0.2324,-42.927,-15.854,-12.378,1,90
0.4375,-1.0015,-0.2476,-43.841,-15.610,-12.927,1,90
0.4380,-0.9897,-0.2349,-44.390,-15.061,-12.988,1,90
0.3467,0.8882,-0.4111,12.073,-10.915,40.549,2,90
0.3403,0.8755,-0.4189,15.732,-10.915,40.000,2,90
0.3442,0.8613,-0.4214,18.841,-11.037,39.573,2,90
0.3516,0.8486,-0.4165,22.195,-11.402,38.963,2,90
0.3457,0.8442,-0.4170,25.061,-11.524,38.476,2,90
0.3354,0.8315,-0.4150,27.866,-11.524,38.110,2,90
0.3398,0.8228,-0.4082,30.915,-11.646,37.927,2,90
0.3447,0.8149,-0.4175,33.476,-11.768,37.683,2,90
-0.9497,-0.3252,0.0791,-2.378,-2.500,1.159,3,42
-0.9365,-0.3262,0.0728,-2.500,-2.439,1.037,3,42
-0.9380,-0.3311,0.0737,-2.134,-2.378,1.341,3,42
