ax,ay,az,gx,gy,gz,slot,label
0.4941,0.8364,-0.6123,42.134,-5.915,36.098,1,21
0.4946,0.8306,-0.6021,43.841,-6.098,36.220,1,21
0.4849,0.8198,-0.5952,46.341,-5.915,35.610,1,21
0.4839,0.8125,-0.5815,49.329,-5.427,35.610,1,21
0.4824,0.8032,-0.5635,51.585,-5.366,35.488,1,21
0.4751,0.7881,-0.5571,54.024,-4.878,35.488,1,21
0.4692,0.7856,-0.5410,56.707,-4.268,35.427,1,21
0.4702,0.7700,-0.5210,59.878,-3.354,35.793,1,21
0.4556,0.7139,-0.4531,65.732,2.866,36.280,1,21
0.4570,0.7129,-0.4551,64.512,3.598,36.098,1,21
0.4546,0.7080,-0.4565,63.598,3.902,35.976,1,21
0.4541,0.7188,-0.4580,62.012,4.573,35.732,1,21
0.4565,0.7236,-0.4590,60.915,4.878,35.732,1,21
0.4536,0.7368,-0.4619,60.244,5.549,35.488,1,21
0.4521,0.7422,-0.4561,58.963,6.280,35.366,1,21
0.4541,0.7490,-0.4624,58.659,6.951,35.000,1,21
0.3198,0.9526,-0.1504,89.207,32.683,67.988,1,21
0.3149,0.9565,-0.1587,87.134,34.329,69.024,1,21
0.3115,0.9600,-0.1572,85.305,35.244,69.939,1,21
0.3120,0.9517,-0.1567,83.476,36.829,70.671,1,21
0.3062,0.9531,-0.1606,81.524,38.354,71.646,1,21
0.3052,0.9531,-0.1646,79.817,39.390,72.317,1,21
0.3047,0.9487,-0.1719,77.805,40.549,73.293,1,21
0.2925,0.9512,-0.1738,75.671,41.890,73.780,1,21
0.5249,-1.1211,-0.0205,76.951,40.915,-54.695,2,21
0.5283,-1.1250,-0.0190,74.085,40.549,-56.037,2,21
0.5137,-1.1245,-0.0078,70.793,40.366,-57.073,2,21
0.5132,-1.1245,-0.0039,67.500,40.183,-58.171,2,21
0.5107,-1.1289,-0.0054,63.902,40.122,-59.573,2,21
0.4956,-1.1265,0.0034,60.000,39.939,-60.427,2,21
0.4932,-1.1240,0.0034,56.402,39.817,-61.768,2,21
0.4883,-1.1182,0.0073,52.500,39.634,-62.805,2,21
0.4834,-1.1128,0.0098,48.415,38.963,-64.024,2,21
0.4712,-1.0996,0.0127,44.207,38.232,-65.366,2,21
0.4702,-1.0835,0.0161,40.488,37.439,-66.463,2,21
0.4678,-1.0703,0.0161,36.646,37.012,-67.744,2,21
0.4585,-1.0615,0.0205,32.744,36.402,-68.598,2,21
0.4619,-1.0488,0.0249,28.963,35.915,-69.329,2,21
0.4639,-1.0400,0.0171,25.305,35.488,-70.122,2,21
0.4541,-1.0244,0.0278,21.768,34.756,-70.976,2,21
0.2700,0.8481,-0.2002,56.829,52.195,84.207,1,21
0.2749,0.8218,-0.2007,54.512,53.110,85.427,1,21
0.2695,0.8022,-0.1968,52.012,54.329,86.646,1,21
0.2646,0.7813,-0.2046,49.390,55.000,87.500,1,21
0.2651,0.7446,-0.2095,46.280,55.976,88.780,1,21
0.2676,0.7227,-0.2075,43.841,56.524,89.756,1,21
0.2681,0.6929,-0.2114,39.817,57.439,90.427,1,21
0.2627,0.6655,-0.2168,36.341,58.171,91.159,1,21
0.2734,0.4258,-0.2246,-5.549,62.317,92.927,1,21
0.2773,0.4063,-0.2305,-10.793,62.561,92.561,1,21
0.2793,0.3838,-0.2310,-15.610,62.744,92.256,1,21
0.2759,0.3628,-0.2407,-20.549,62.622,91.585,1,21
0.2856,0.3457,-0.2314,-25.305,62.439,91.220,1,21
0.2861,0.3315,-0.2334,-30.488,61.829,90.305,1,21
0.2905,0.3076,-0.2295,-34.695,61.524,89.390,1,21
0.3018,0.2871,-0.2397,-38.963,61.159,88.354,1,21
0.4448,-0.7939,0.0796,-18.963,20.000,-74.695,2,21
0.4453,-0.7915,0.0874,-19.634,18.598,-74.329,2,21
0.4409,-0.7793,0.0879,-20.915,17.317,-74.146,2,21
0.4360,-0.7588,0.0771,-21.402,15.732,-73.476,2,21
0.4341,-0.7549,0.0713,-22.561,14.268,-72.927,2,21
0.4365,-0.7334,0.0649,-23.049,12.683,-72.500,2,21
0.4375,-0.7295,0.0654,-23.659,11.159,-71.829,2,21
0.4419,-0.7178,0.0576,-23.659,9.695,-71.098,2,21
0.3022,0.2788,-0.2373,-43.598,60.488,87.256,1,21
0.3057,0.2632,-0.2310,-47.622,59.817,85.976,1,21
0.3066,0.2549,-0.2319,-51.646,58.963,84.512,1,21
0.3184,0.2534,-0.2246,-55.549,57.683,83.537,1,21
0.3208,0.2354,-0.2305,-59.207,56.585,82.195,1,21
0.3281,0.2192,-0.2319,-62.866,55.244,80.915,1,21
0.3291,0.2124,-0.2295,-65.976,53.963,79.390,1,21
0.3359,0.2026,-0.2358,-68.963,52.134,77.866,1,21
0.4292,-0.7085,0.0615,-23.963,8.415,-70.305,2,21
0.4375,-0.6963,0.0601,-23.780,6.524,-69.634,2,21
0.4331,-0.6904,0.0488,-23.841,5.305,-68.963,2,21
0.4292,-0.6807,0.0474,-23.841,3.902,-68.171,2,21
0.4316,-0.6670,0.0317,-23.659,2.378,-67.073,2,21
0.4341,-0.6577,0.0288,-22.927,1.341,-65.915,2,21
0.4302,-0.6499,0.0249,-22.256,0.122,-64.878,2,21
0.4336,-0.6426,0.0205,-21.524,-1.220,-63.902,2,21
0.3379,0.1968,-0.2446,-71.037,50.610,76.463,1,21
0.3433,0.1914,-0.2559,-73.537,48.841,74.939,1,21
0.3457,0.1841,-0.2681,-75.000,46.951,73.293,1,21
0.3574,0.1816,-0.2715,-76.280,45.122,71.585,1,21
0.3521,0.1768,-0.2871,-77.195,43.110,69.756,1,21
0.3667,0.1694,-0.2979,-78.171,41.159,68.354,1,21
0.3691,0.1694,-0.3022,-78.354,39.146,66.463,1,21
0.3745,0.1582,-0.3193,-78.780,37.012,64.573,1,21
0.4077,0.2690,-0.6250,-82.256,2.500,11.646,1,21
0.4038,0.3047,-0.6514,-82.134,1.463,7.012,1,21
0.4077,0.3530,-0.6729,-81.280,0.671,3.049,1,21
0.4131,0.3975,-0.7002,-79.756,-0.549,-1.220,1,21
0.4033,0.4570,-0.7153,-79.024,-1.220,-5.610,1,21
0.4082,0.5132,-0.7354,-77.256,-1.829,-9.512,1,21
0.4004,0.5732,-0.7490,-75.427,-1.585,-13.171,1,21
0.3984,0.6309,-0.7529,-72.988,-1.159,-16.951,1,21
0.5151,-0.6128,-0.2104,4.085,-24.695,-31.829,2,21
0.5137,-0.6108,-0.2178,4.756,-24.878,-31.037,2,21
0.5205,-0.6167,-0.2285,6.098,-25.244,-29.329,2,21
0.5195,-0.6187,-0.2358,7.500,-25.427,-27.866,2,21
