ax,ay,az,gx,gy,gz,slot,label
0.7432,2.7236,-0.1533,17.134,35.061,-158.780,1,12
0.6934,2.7480,-0.1763,26.220,23.293,-150.122,1,12
0.6411,2.7524,-0.2095,31.220,13.110,-138.598,1,12
0.5830,2.7441,-0.2256,32.744,5.793,-123.720,1,12
0.5342,2.7305,-0.2378,30.366,1.951,-106.280,1,12
0.4810,2.6802,-0.2461,24.878,2.622,-87.439,1,12
0.4463,2.6182,-0.2627,18.110,6.890,-67.439,1,12
0.4106,2.5493,-0.2637,9.451,15.732,-47.744,1,12
0.3848,2.4702,-0.2666,-0.244,28.598,-28.720,1,12
0.3745,2.3740,-0.2651,-11.037,44.573,-10.427,1,12
0.3647,2.2803,-0.2515,-22.134,62.988,6.220,1,12
0.3770,2.1738,-0.2534,-32.195,82.866,21.646,1,12
0.3979,2.0698,-0.2451,-42.378,102.744,35.244,1,12
0.4248,1.9756,-0.2349,-50.854,121.768,47.439,1,12
0.4570,1.8809,-0.2231,-58.598,139.085,58.171,1,12
0.5127,1.7886,-0.2134,-65.854,153.598,66.829,1,12
0.5552,1.7100,-0.1890,-72.683,164.939,74.024,1,12
0.6172,1.6313,-0.1733,-79.085,173.598,79.695,1,12
0.6836,1.5610,-0.1553,-84.634,178.476,83.659,1,12
0.7485,1.4961,-0.1543,-89.451,180.427,86.280,1,12
0.8208,1.4307,-0.1494,-92.744,180.122,87.805,1,12
0.8926,1.3765,-0.1255,-95.122,177.744,87.988,1,12
0.9565,1.3247,-0.1201,-97.195,173.476,87.012,1,12
1.0088,1.2666,-0.1064,-98.049,167.195,85.488,1,12
1.0708,1.2202,-0.0933,-97.500,159.634,83.476,1,12
1.1177,1.1763,-0.0884,-96.341,150.671,80.793,1,12
1.1606,1.1396,-0.0771,-94.207,140.488,77.317,1,12
1.1987,1.0952,-0.0825,-91.951,129.634,74.207,1,12
1.2192,1.0571,-0.0791,-88.354,118.232,70.854,1,12
1.2300,1.0249,-0.0869,-84.512,106.951,67.195,1,12
1.2300,0.9917,-0.1050,-79.939,95.427,63.780,1,12
1.2183,0.9590,-0.1230,-74.817,84.512,60.183,1,12
1.1987,0.9282,-0.1436,-68.963,74.146,56.524,1,12
1.1714,0.9058,-0.1797,-62.988,64.085,52.744,1,12
1.1353,0.8799,-0.2119,-57.500,55.488,49.207,1,12
1.0918,0.8623,-0.2520,-51.037,47.500,45.671,1,12
1.0483,0.8457,-0.2915,-44.939,40.732,42.012,1,12
1.0015,0.8379,-0.3188,-39.268,35.427,38.720,1,12
0.9644,0.8145,-0.3535,-33.720,30.671,35.793,1,12
0.9233,0.7954,-0.3804,-28.598,27.317,33.293,1,12
0.6187,-0.8120,-0.4375,15.244,-80.427,22.988,2,12
