ax,ay,az,gx,gy,gz,slot,label
-0.9390,0.1274,0.1172,3.841,2.378,-2.866,3,90
-0.9429,0.1299,0.1294,3.963,1.951,-2.988,3,90
-0.9409,0.1245,0.1221,3.841,1.402,-3.415,3,90
-0.9443,0.1206,0.1255,3.780,1.524,-3.537,3,90
-0.9448,0.1133,0.1299,3.415,1.220,-3.659,3,90
-0.9443,0.1084,0.1328,3.902,1.037,-3.963,3,90
-0.9468,0.1084,0.1260,4.024,0.854,-4.146,3,90
-0.9429,0.1040,0.1270,4.085,0.610,-4.146,3,90
0.4087,0.8804,0.1958,-6.402,1.220,2.500,2,12
0.4023,0.8809,0.1865,-3.537,0.061,2.744,2,12
0.3911,0.8872,0.1680,-1.098,-1.890,2.195,2,12
0.3882,0.8926,0.1699,0.732,-3.963,1.341,2,12
0.3892,0.8877,0.1724,1.341,-5.854,0.610,2,12
0.3989,0.8872,0.1621,2.744,-7.195,0.915,2,12
0.3926,0.8882,0.1719,3.049,-7.622,1.220,2,12
0.3843,0.8867,0.1816,3.841,-7.805,1.646,2,12
-0.9077,-0.1992,-0.0649,2.683,4.451,-1.707,4,90
-0.8994,-0.1924,-0.0571,2.378,4.329,-1.585,4,90
-0.8970,-0.1929,-0.0444,2.012,4.329,-1.341,4,90
-0.8916,-0.1973,-0.0508,2.134,3.963,-1.037,4,90
-0.8818,-0.2070,-0.0532,1.768,3.598,-0.610,4,90
-0.8735,-0.2075,-0.0562,2.561,3.415,-0.488,4,90
-0.8711,-0.1997,-0.0581,1.707,2.744,-0.671,4,90
-0.8604,-0.2061,-0.0674,1.037,2.988,-0.915,4,90
0.3750,0.8765,0.1909,4.024,-7.683,2.378,2,12
0.3696,0.8730,0.2036,3.720,-7.500,2.500,2,12
0.3667,0.8672,0.2021,3.720,-7.195,2.744,2,12
0.3589,0.8755,0.2036,5.000,-6.768,3.049,2,12
0.3579,0.8696,0.2065,5.732,-6.707,2.561,2,12
0.3501,0.8882,0.2041,7.500,-6.890,2.683,2,12
0.3325,0.8994,0.2188,8.476,-7.256,2.134,2,12
0.3267,0.9155,0.2246,9.146,-7.683,2.378,2,12
0.4224,-0.8755,-0.2505,-1.220,-21.341,9.573,1,12
0.4199,-0.8711,-0.2437,-1.524,-21.037,9.451,1,12
0.4224,-0.8735,-0.2515,-1.829,-20.610,9.634,1,12
0.4287,-0.8735,-0.2461,-2.439,-19.939,9.329,1,12
0.4351,-0.8638,-0.2568,-2.927,-19.939,9.573,1,12
0.4277,-0.8550,-0.2559,-2.988,-19.573,9.390,1,12
0.4282,-0.8535,-0.2471,-3.720,-19.024,9.329,1,12
0.4419,-0.8530,-0.2446,-4.024,-18.659,9.390,1,12
-0.9497,0.0962,0.1353,9.573,-2.561,-3.415,3,90
-0.9463,0.0869,0.1328,9.634,-2.500,-3.110,3,90
-0.9512,0.0786,0.1396,9.512,-2.866,-2.927,3,90
-0.9541,0.0708,0.1382,9.573,-2.683,-2.622,3,90
-0.9600,0.0757,0.1387,9.390,-2.744,-2.866,3,90
-0.9604,0.0742,0.1416,9.146,-2.683,-2.927,3,90
-0.9678,0.0737,0.1416,9.268,-2.805,-2.927,3,90
-0.9668,0.0703,0.1597,9.207,-2.805,-2.561,3,90
-0.9639,0.0640,0.1406,9.146,-2.866,-2.561,3,90
-0.9727,0.0542,0.1460,9.207,-2.805,-2.378,3,90
-0.9771,0.0498,0.1455,8.476,-2.561,-2.378,3,90
-0.9746,0.0488,0.1436,7.622,-2.439,-2.378,3,90
-0.9673,0.0391,0.1270,6.646,-2.561,-2.561,3,90
