ax,ay,az,gx,gy,gz,slot,label
0.5410,-0.8198,-0.3477,-6.524,19.634,11.829,1,10
0.5508,-0.8364,-0.3530,-7.500,21.524,11.707,1,10
0.5562,-0.8496,-0.3555,-8.110,23.232,11.707,1,10
0.5791,-0.8589,-0.3608,-8.598,25.122,11.524,1,10
0.5864,-0.8657,-0.3691,-8.598,26.463,11.463,1,10
0.5981,-0.8608,-0.3647,-9.085,28.232,11.341,1,10
0.6055,-0.8662,-0.3691,-9.207,29.756,11.280,1,10
0.6206,-0.8491,-0.3809,-9.573,31.220,11.159,1,10
-1.7461,0.1982,0.1797,161.951,-43.354,-31.585,3,90
-1.5376,-0.0820,0.1279,168.476,-40.610,-40.061,3,90
-1.3857,-0.3130,0.0654,168.780,-37.378,-48.537,3,90
-1.2681,-0.4927,0.0239,163.963,-34.146,-55.976,3,90
-1.1938,-0.6157,-0.0122,156.098,-31.829,-61.768,3,90
-1.1509,-0.6548,-0.0132,146.951,-29.939,-66.463,3,90
-1.1299,-0.6079,-0.0010,136.646,-29.146,-69.451,3,90
-1.1123,-0.4927,0.0225,125.000,-28.902,-70.732,3,90
0.6279,-0.8379,-0.3877,-10.427,32.561,10.793,1,10
0.6436,-0.8291,-0.3916,-10.854,34.146,10.427,1,10
0.6455,-0.8145,-0.3979,-10.854,35.976,10.610,1,10
0.6636,-0.8042,-0.3999,-11.220,36.951,10.183,1,10
0.6753,-0.7900,-0.4063,-10.854,38.232,9.817,1,10
0.6816,-0.7783,-0.4185,-10.183,39.085,9.512,1,10
0.6958,-0.7632,-0.4292,-9.268,40.305,9.207,1,10
0.7007,-0.7461,-0.4277,-7.988,40.732,9.024,1,10
-1.0972,-0.3467,0.0518,112.622,-28.598,-70.366,3,90
-1.0757,-0.1851,0.0630,100.671,-28.598,-68.963,3,90
-1.0420,-0.0474,0.0620,88.659,-28.720,-66.585,3,90
-1.0112,0.0669,0.0513,79.390,-28.963,-63.841,3,90
-0.9854,0.1514,0.0356,72.439,-29.146,-61.707,3,90
-0.9604,0.1997,0.0078,68.049,-29.207,-60.061,3,90
-0.9438,0.2173,-0.0347,66.098,-29.207,-59.085,3,90
-0.9487,0.2007,-0.0801,67.256,-29.024,-58.110,3,90
0.7109,-0.7290,-0.4355,-6.646,41.159,9.390,1,10
0.7192,-0.7065,-0.4512,-4.390,41.951,9.329,1,10
0.7241,-0.6919,-0.4443,-1.646,41.402,9.390,1,10
0.7373,-0.6655,-0.4526,0.732,41.463,9.939,1,10
0.7378,-0.6450,-0.4717,3.476,41.585,10.488,1,10
0.7427,-0.6279,-0.4741,5.732,41.829,10.793,1,10
0.7461,-0.6089,-0.4790,7.988,41.951,11.463,1,10
0.7515,-0.5923,-0.4917,10.610,42.561,11.829,1,10
-0.9512,0.1558,-0.1035,71.890,-29.146,-57.561,3,90
-0.9414,0.1040,-0.1108,77.439,-28.537,-57.256,3,90
-0.9238,0.0503,-0.1201,85.061,-28.049,-56.280,3,90
-0.8975,-0.0034,-0.1045,92.805,-27.500,-55.122,3,90
-0.8535,-0.0527,-0.0762,98.841,-26.829,-53.780,3,90
-0.8228,-0.1060,-0.0400,103.537,-26.341,-52.134,3,90
-0.7939,-0.1592,-0.0156,106.098,-25.732,-50.610,3,90
-0.7793,-0.2036,0.0132,105.976,-25.183,-48.963,3,90
0.6885,0.8027,-0.4697,-112.683,-41.768,95.732,2,10
0.6948,0.7720,-0.4844,-111.098,-41.829,93.537,2,10
0.6909,0.7070,-0.5024,-107.256,-42.561,89.451,2,10
0.6997,0.6436,-0.5132,-103.659,-42.927,84.390,2,10
0.6938,0.5679,-0.5361,-99.878,-43.415,79.573,2,10
0.6934,0.5059,-0.5532,-95.793,-44.146,74.390,2,10
0.6885,0.4419,-0.5659,-91.707,-44.512,68.902,2,10
0.6870,0.3770,-0.5762,-88.049,-45.610,63.476,2,10
0.6641,0.2720,-0.6055,-81.463,-46.951,55.244,2,10
0.6509,0.2446,-0.6118,-78.720,-47.561,51.951,2,10
0.6597,0.1528,-0.6240,-70.183,-48.720,43.841,2,10
0.6528,0.1289,-0.6323,-67.012,-48.902,40.854,2,10
0.6416,0.0664,-0.6523,-60.976,-50.000,35.549,2,10
0.6318,0.0190,-0.6587,-54.268,-50.671,29.939,2,10
0.6265,-0.0444,-0.6846,-44.756,-51.829,22.012,2,10
0.6201,-0.0884,-0.7173,-38.720,-52.195,16.951,2,10
0.6777,-0.3667,-0.6494,33.354,56.585,17.744,1,10
0.6816,-0.3579,-0.6436,32.805,56.098,17.683,1,10
0.6870,-0.3496,-0.6543,31.829,56.037,17.134,1,10
0.6846,-0.3311,-0.6543,30.549,55.305,16.951,1,10
0.6968,-0.3154,-0.6533,29.146,54.817,16.341,1,10
0.6982,-0.3037,-0.6523,27.622,54.085,16.341,1,10
0.6992,-0.2808,-0.6538,25.915,53.171,16.220,1,10
0.7085,-0.2651,-0.6475,24.024,52.500,16.220,1,10
-1.0522,0.2124,0.0762,50.427,-15.305,-41.280,3,90
-1.0239,0.2046,0.0874,55.305,-13.780,-41.220,3,90
-1.0044,0.1958,0.0864,60.244,-12.744,-41.280,3,90
-0.9863,0.2007,0.0713,65.671,-11.646,-41.585,3,90
-0.9775,0.1943,0.0688,70.427,-10.427,-41.463,3,90
-0.9658,0.1953,0.0693,76.037,-9.390,-41.037,3,90
-0.9546,0.1938,0.0654,81.280,-8.110,-40.671,3,90
-0.9399,0.1724,0.0635,91.159,-5.854,-40.305,3,90
0.7153,-0.2495,-0.6479,22.317,51.463,16.524,1,10
0.7202,-0.2280,-0.6416,20.305,50.244,17.073,1,10
0.7222,-0.2065,-0.6299,18.780,48.963,17.256,1,10
0.7349,-0.1865,-0.6289,17.134,47.866,18.354,1,10
0.7441,-0.1611,-0.6279,15.488,46.463,19.024,1,10
0.7612,-0.1431,-0.6172,13.293,44.817,20.061,1,10
0.7661,-0.1108,-0.6108,11.220,43.963,21.037,1,10
0.7778,-0.0938,-0.6108,9.573,42.134,21.951,1,10
-0.9365,0.1543,0.0630,97.866,-4.329,-40.610,3,90
-0.9351,0.1279,0.0654,105.183,-2.988,-40.610,3,90
-0.9312,0.0996,0.0762,112.622,-1.585,-40.427,3,90
-0.9434,0.0601,0.0713,118.902,-0.061,-40.244,3,90
-0.9541,0.0127,0.0796,123.598,1.585,-40.244,3,90
-0.9712,-0.0283,0.0972,127.012,2.988,-39.817,3,90
-0.9888,-0.0703,0.1016,128.415,3.902,-39.695,3,90
-1.0039,-0.1123,0.0923,128.415,5.122,-38.902,3,90
0.6416,-0.1260,-0.8545,17.744,-35.915,-47.561,2,10
0.6509,-0.0835,-0.8389,15.976,-34.695,-52.500,2,10
0.6611,-0.0425,-0.8223,13.659,-34.634,-58.110,2,10
0.6660,-0.0112,-0.8130,11.585,-34.268,-64.024,2,10
0.6592,0.0215,-0.8247,11.098,-34.085,-70.244,2,10
0.6543,0.0684,-0.8271,10.366,-32.927,-76.768,2,10
0.6484,0.1152,-0.8345,11.098,-30.549,-82.744,2,10
0.6318,0.1636,-0.8364,12.378,-27.134,-89.024,2,10
0.9512,-0.0059,-0.6279,-0.488,25.854,37.988,1,10
0.9702,-0.0068,-0.6284,-0.427,24.024,40.183,1,10
0.9839,-0.0151,-0.6392,-0.183,22.012,42.378,1,10
0.9917,-0.0117,-0.6470,0.183,20.305,44.817,1,10
1.0059,-0.0317,-0.6548,0.488,18.902,47.195,1,10
1.0137,-0.0386,-0.6597,1.037,17.378,49.207,1,10
1.0229,-0.0547,-0.6611,1.951,15.854,51.524,1,10
1.0298,-0.0811,-0.6685,2.744,14.146,53.720,1,10
-1.0679,-0.3623,0.1509,90.976,16.159,-23.537,3,90
-1.0518,-0.3701,0.1543,84.390,17.134,-21.220,3,90
-1.0317,-0.3765,0.1504,77.256,18.354,-18.841,3,90
-1.0073,-0.3931,0.1333,69.329,19.634,-17.805,3,90
-1.0068,-0.4023,0.1152,61.098,20.305,-16.341,3,90
-1.0020,-0.3945,0.1094,52.927,20.854,-13.354,3,90
-0.9834,-0.3716,0.1118,43.841,21.707,-10.793,3,90
