ax,ay,az,gx,gy,gz,slot,label
0.2056,-1.0229,-0.5083,-28.232,-36.037,-97.988,2,13
0.1987,-1.0010,-0.5093,-26.037,-37.622,-98.780,2,13
0.1865,-0.9766,-0.5063,-24.085,-38.598,-99.451,2,13
0.1758,-0.9526,-0.5029,-22.073,-39.756,-100.244,2,13
0.1694,-0.9307,-0.5166,-19.817,-40.732,-100.915,2,13
0.1616,-0.9121,-0.5127,-18.232,-42.012,-101.646,2,13
0.1558,-0.8823,-0.5098,-16.341,-43.110,-102.134,2,13
0.1514,-0.8608,-0.5044,-14.024,-43.902,-102.866,2,13
0.1499,-0.8413,-0.5151,-11.707,-44.756,-103.720,2,13
0.1450,-0.8203,-0.5176,-9.085,-45.793,-104.268,2,13
0.1470,-0.8032,-0.5127,-6.402,-47.195,-105.061,2,13
0.1455,-0.7842,-0.5044,-3.720,-47.927,-105.488,2,13
0.1377,-0.7603,-0.4985,-0.854,-49.085,-106.280,2,13
0.1328,-0.7451,-0.4980,1.829,-50.061,-106.951,2,13
0.1382,-0.7275,-0.4941,4.390,-51.159,-107.622,2,13
0.1323,-0.7173,-0.5034,7.012,-52.256,-107.988,2,13
-0.1152,-0.4985,0.3516,35.793,-66.524,65.671,1,13
-0.1274,-0.4956,0.3442,37.134,-64.817,62.622,1,13
-0.1221,-0.4951,0.3306,38.293,-62.561,59.878,1,13
-0.1294,-0.4849,0.3184,38.841,-61.402,56.402,1,13
-0.1328,-0.4829,0.3120,39.878,-60.427,53.415,1,13
-0.1299,-0.4741,0.3047,40.488,-59.634,50.122,1,13
-0.1396,-0.4722,0.2920,40.915,-59.329,46.768,1,13
-0.1440,-0.4731,0.2827,41.646,-58.902,43.354,1,13
-1.0391,0.1099,0.0313,-20.488,11.220,31.037,3,90
-1.0371,0.1084,0.0254,-19.756,11.037,31.280,3,90
-1.0303,0.1162,0.0332,-19.390,10.854,31.159,3,90
-1.0278,0.1113,0.0298,-18.476,10.244,30.976,3,90
-1.0342,0.1050,0.0278,-17.927,10.061,31.037,3,90
-1.0317,0.1045,0.0288,-17.073,9.939,31.220,3,90
-1.0298,0.0942,0.0239,-16.829,9.512,31.037,3,90
-1.0381,0.0879,0.0356,-16.098,9.146,30.915,3,90
0.1196,-0.6318,-0.5146,23.171,-62.195,-107.805,2,13
0.1216,-0.6333,-0.5156,23.780,-62.439,-107.561,2,13
0.1162,-0.6260,-0.5127,25.122,-63.659,-106.890,2,13
0.1211,-0.6128,-0.5146,25.671,-64.573,-106.341,2,13
0.1162,-0.6172,-0.5107,26.159,-64.878,-105.854,2,13
0.1147,-0.6152,-0.5171,26.098,-65.488,-105.427,2,13
0.1123,-0.6045,-0.5132,26.402,-66.037,-105.061,2,13
0.1104,-0.6079,-0.5112,26.280,-66.524,-104.634,2,13
-0.1904,-0.4854,0.2300,38.110,-56.341,13.293,1,13
-0.2061,-0.4902,0.2168,37.561,-55.610,10.366,1,13
-0.2100,-0.4956,0.2144,36.768,-54.756,7.195,1,13
-0.2183,-0.4961,0.2026,36.585,-54.085,4.146,1,13
-0.2324,-0.5112,0.2124,35.915,-53.415,1.524,1,13
-0.2397,-0.5122,0.2051,35.915,-52.683,-1.524,1,13
-0.2427,-0.5195,0.2065,36.037,-52.134,-4.024,1,13
-0.2593,-0.5225,0.1938,36.159,-51.646,-7.012,1,13
-1.0347,0.0938,0.0601,-10.610,7.500,31.098,3,90
-1.0352,0.0923,0.0464,-10.427,7.561,31.463,3,90
-1.0371,0.0781,0.0493,-10.305,7.439,31.220,3,90
-1.0420,0.0767,0.0498,-10.366,7.256,31.280,3,90
-1.0464,0.0742,0.0376,-10.122,7.439,31.341,3,90
-1.0464,0.0811,0.0425,-9.939,7.073,31.159,3,90
-1.0449,0.0869,0.0352,-10.061,7.317,31.463,3,90
-1.0415,0.0986,0.0347,-10.122,7.012,31.585,3,90
0.1338,-0.5684,-0.5503,22.073,-70.427,-97.378,2,13
