ax,ay,az,gx,gy,gz,slot,label
0.4780,0.6362,-0.2900,14.207,-23.476,39.329,1,20
0.4790,0.6343,-0.2783,14.085,-22.988,38.659,1,20
0.4668,0.6387,-0.2720,14.268,-22.561,37.561,1,20
0.4736,0.6372,-0.2715,14.817,-22.012,36.220,1,20
0.4644,0.6440,-0.2593,14.695,-21.707,35.061,1,20
0.4629,0.6494,-0.2695,15.854,-21.646,34.085,1,20
0.4619,0.6602,-0.2617,16.524,-21.890,32.866,1,20
0.4521,0.6694,-0.2539,17.012,-21.463,31.707,1,20
0.3638,0.7827,-0.1616,30.610,-13.902,21.159,1,20
0.3633,0.7778,-0.1558,31.098,-13.659,21.037,1,20
0.3633,0.7729,-0.1528,31.402,-13.415,20.976,1,20
0.3613,0.7764,-0.1499,31.646,-13.293,21.037,1,20
0.3560,0.7715,-0.1460,31.768,-12.744,20.976,1,20
0.3628,0.7632,-0.1445,32.073,-12.195,20.976,1,20
0.3550,0.7549,-0.1450,32.195,-12.073,21.037,1,20
0.3486,0.7495,-0.1450,32.012,-11.646,21.220,1,20
0.3491,0.7617,-0.1465,30.427,-6.098,20.854,1,20
0.3413,0.7798,-0.1357,29.512,-5.488,20.915,1,20
0.3398,0.7739,-0.1304,29.085,-4.512,21.037,1,20
0.3452,0.7803,-0.1343,28.293,-4.207,21.037,1,20
0.3398,0.7896,-0.1348,27.866,-3.659,21.463,1,20
0.3330,0.7832,-0.1245,28.049,-3.110,22.134,1,20
0.3335,0.7881,-0.1235,27.622,-2.378,22.317,1,20
0.3306,0.7939,-0.1255,27.500,-2.439,23.110,1,20
0.3369,0.7070,-0.1235,27.073,2.378,29.024,1,20
0.3379,0.7017,-0.1265,26.768,2.622,29.695,1,20
0.3389,0.6865,-0.1372,26.463,2.988,30.305,1,20
0.3413,0.6782,-0.1533,26.402,3.171,30.549,1,20
0.3457,0.6782,-0.1694,26.341,3.476,30.671,1,20
0.3394,0.6768,-0.1665,26.220,3.963,30.854,1,20
0.3511,0.6812,-0.1787,26.220,4.268,30.793,1,20
0.3457,0.6904,-0.1787,25.671,4.939,30.671,1,20
0.3667,0.7559,-0.2383,19.878,12.012,29.695,1,20
0.3682,0.7563,-0.2417,19.756,11.951,29.573,1,20
0.3735,0.7612,-0.2534,19.329,12.012,29.878,1,20
0.3809,0.7637,-0.2578,19.634,12.500,29.939,1,20
0.3745,0.7588,-0.2676,19.329,12.439,30.061,1,20
0.3848,0.7539,-0.2651,19.512,12.622,30.366,1,20
0.3735,0.7466,-0.2861,19.878,12.805,30.305,1,20
0.3867,0.7368,-0.2949,20.366,13.171,30.366,1,20
0.3872,0.7275,-0.3193,21.463,13.415,30.061,1,20
0.3862,0.7236,-0.3276,21.890,13.659,30.244,1,20
0.3975,0.7124,-0.3413,22.378,14.268,30.000,1,20
0.3955,0.7104,-0.3433,22.744,15.122,29.573,1,20
0.4126,0.7090,-0.3442,22.744,15.915,29.451,1,20
0.4097,0.6997,-0.3486,22.561,16.585,28.720,1,20
0.4102,0.7031,-0.3594,22.622,17.500,28.354,1,20
0.4272,0.7017,-0.3672,23.049,18.537,27.805,1,20
0.4312,0.6982,-0.3838,23.293,19.268,26.890,1,20
0.4443,0.7021,-0.3906,23.902,20.244,26.098,1,20
0.4434,0.7090,-0.4019,24.085,20.793,25.183,1,20
0.4497,0.7075,-0.4038,24.573,21.402,24.146,1,20
0.4561,0.7026,-0.4150,25.305,22.134,23.354,1,20
0.4644,0.7051,-0.4336,25.610,22.805,22.622,1,20
0.4722,0.7168,-0.4307,26.707,23.415,21.707,1,20
0.4756,0.7100,-0.4399,27.317,23.780,20.610,1,20
0.5039,0.7085,-0.4912,35.122,24.085,12.500,1,20
0.5044,0.7031,-0.4873,35.549,24.024,11.341,1,20
0.5000,0.6943,-0.4976,36.220,24.451,10.244,1,20
0.5039,0.6875,-0.4932,36.220,25.244,9.390,1,20
0.5054,0.6821,-0.5039,36.707,25.793,8.171,1,20
0.5142,0.6826,-0.5127,36.768,26.098,7.073,1,20
0.5132,0.6802,-0.5088,36.890,26.768,6.098,1,20
0.5063,0.6733,-0.5127,36.890,27.195,5.183,1,20
0.5479,0.7783,-0.5396,31.951,32.073,-4.939,1,20
0.5493,0.7808,-0.5464,31.951,32.378,-4.634,1,20
0.5498,0.7793,-0.5400,31.951,33.110,-4.512,1,20
0.5483,0.7842,-0.5376,32.012,33.720,-3.598,1,20
0.5522,0.7808,-0.5381,31.524,34.390,-3.415,1,20
0.5508,0.7896,-0.5352,31.159,35.122,-2.744,1,20
0.5576,0.7935,-0.5376,30.915,35.305,-2.073,1,20
0.5527,0.7983,-0.5415,30.488,35.854,-1.463,1,20
0.5552,0.8198,-0.5425,29.817,36.463,-0.671,1,20
0.5645,0.8218,-0.5254,29.695,37.073,-0.122,1,20
0.5620,0.8398,-0.5303,28.963,37.561,0.183,1,20
0.5596,0.8540,-0.5220,28.537,38.232,0.854,1,20
0.5596,0.8667,-0.5142,27.744,38.841,1.341,1,20
0.5581,0.8774,-0.5024,28.293,39.451,2.073,1,20
0.5591,0.8975,-0.4946,28.232,40.366,3.841,1,20
0.5576,0.9102,-0.4756,28.110,40.610,5.305,1,20
0.5605,0.9053,-0.4614,28.598,41.220,7.073,1,20
0.5596,0.9067,-0.4502,28.902,41.280,8.902,1,20
0.5557,0.9087,-0.4424,29.390,41.768,11.159,1,20
0.5586,0.8936,-0.4312,30.305,41.585,12.988,1,20
0.5625,0.8809,-0.4106,30.976,41.890,15.610,1,20
0.5625,0.8564,-0.3872,32.012,41.585,18.293,1,20
0.5684,0.8354,-0.3638,32.744,41.341,21.402,1,20
0.5635,0.7939,-0.3428,33.232,40.488,24.207,1,20
0.5674,0.7563,-0.3252,33.841,39.146,27.988,1,20
0.5669,0.7266,-0.3071,33.720,37.561,31.463,1,20
0.5684,0.6978,-0.2905,33.841,35.915,34.817,1,20
0.5703,0.6802,-0.2700,33.171,34.024,37.683,1,20
0.5654,0.6851,-0.2520,31.159,32.073,40.488,1,20
0.5625,0.6924,-0.2505,28.598,30.427,42.866,1,20
0.5645,0.7085,-0.2588,25.183,28.841,45.244,1,20
0.5605,0.7427,-0.2729,21.829,27.744,47.500,1,20
0.5659,0.7852,-0.2939,18.415,27.195,49.634,1,20
0.5737,0.8481,-0.3086,14.268,27.927,52.012,1,20
0.5679,0.9277,-0.3267,10.488,28.902,55.061,1,20
0.5776,1.0073,-0.3545,7.317,30.854,58.232,1,20
0.5840,1.1074,-0.3843,4.939,32.927,61.951,1,20
