ax,ay,az,gx,gy,gz,slot,label
-0.1050,0.5610,-0.0752,165.488,-42.256,174.329,2,12
-0.1074,0.5342,-0.0601,170.000,-40.976,179.817,2,12
-0.1069,0.5083,-0.0454,173.598,-39.634,185.061,2,12
-0.1143,0.4697,-0.0405,176.037,-38.049,189.878,2,12
-0.1138,0.4395,-0.0493,177.561,-36.646,194.146,2,12
-0.1123,0.3999,-0.0464,178.963,-34.878,198.415,2,12
-0.1162,0.3594,-0.0381,180.610,-32.927,202.378,2,12
-0.1235,0.3247,-0.0171,182.744,-30.976,206.037,2,12
-0.1279,0.2905,0.0146,185.122,-29.085,209.451,2,12
-0.1313,0.2573,0.0483,187.988,-26.707,213.354,2,12
-0.1489,0.2295,0.0835,190.976,-23.902,216.951,2,12
-0.1445,0.1987,0.1274,193.476,-21.524,220.549,2,12
-0.1606,0.1680,0.1563,195.793,-18.659,224.695,2,12
-0.1694,0.1245,0.1860,197.561,-15.610,228.049,2,12
-0.1841,0.0723,0.2012,199.512,-12.317,231.707,2,12
-0.1924,0.0107,0.2231,200.976,-9.085,234.695,2,12
-0.0161,-0.6953,-0.0220,-129.085,16.098,-207.561,1,12
-0.0244,-0.6685,-0.0112,-136.037,14.573,-213.354,1,12
-0.0220,-0.6343,0.0049,-143.110,12.317,-218.841,1,12
-0.0254,-0.5991,0.0195,-149.390,10.000,-224.268,1,12
-0.0283,-0.5649,0.0278,-156.159,6.524,-229.756,1,12
-0.0376,-0.5278,0.0503,-162.317,3.110,-234.878,1,12
-0.0430,-0.4902,0.0552,-168.110,-0.671,-239.939,1,12
-0.0596,-0.4590,0.0718,-173.598,-4.451,-245.000,1,12
-0.0732,-0.4199,0.0869,-179.207,-8.537,-250.061,1,12
-0.0889,-0.3770,0.0913,-184.024,-12.073,-255.183,1,12
-0.1147,-0.3359,0.1094,-189.878,-16.220,-260.366,1,12
-0.1338,-0.2915,0.1167,-195.549,-20.122,-265.976,1,12
-0.1670,-0.2461,0.1348,-200.854,-24.085,-271.463,1,12
-0.1860,-0.1929,0.1416,-206.220,-27.866,-277.317,1,12
-0.2085,-0.1353,0.1450,-211.890,-31.768,-282.805,1,12
-0.2358,-0.0845,0.1641,-216.646,-35.427,-288.110,1,12
-0.2598,-0.0210,0.1733,-221.341,-38.963,-293.780,1,12
-0.2969,0.0439,0.1880,-225.854,-41.829,-299.146,1,12
-0.3115,0.1138,0.1919,-229.878,-44.756,-304.390,1,12
-0.3384,0.1875,0.2080,-234.207,-46.768,-309.695,1,12
-0.3564,0.2700,0.2090,-237.988,-47.988,-314.268,1,12
-0.3696,0.3457,0.2163,-241.280,-48.476,-318.354,1,12
-0.3887,0.4233,0.2295,-243.780,-48.476,-322.561,1,12
-0.4033,0.5093,0.2319,-246.585,-47.500,-325.732,1,12
-0.0498,-2.0596,0.1748,255.915,65.244,279.939,2,12
-0.0273,-2.1934,0.0713,262.195,71.829,277.805,2,12
-0.0293,-2.3027,0.0591,269.268,81.341,273.415,2,12
-0.0249,-2.3975,0.0864,273.780,89.024,267.561,2,12
-0.0093,-2.4961,0.1079,275.854,95.366,260.610,2,12
0.0215,-2.5786,0.1431,275.549,101.402,252.622,2,12
0.0469,-2.6421,0.2188,270.915,108.232,243.780,2,12
0.0728,-2.7041,0.2954,263.598,114.390,234.634,2,12
0.1099,-2.7617,0.3877,251.951,120.610,224.756,2,12
0.1528,-2.8218,0.4697,236.707,126.646,214.146,2,12
0.1997,-2.8989,0.5508,216.646,131.829,202.988,2,12
0.2646,-2.9805,0.6304,193.841,135.427,191.646,2,12
0.3374,-3.0591,0.7002,169.512,137.988,180.183,2,12
0.4136,-3.1377,0.7896,145.488,139.695,168.415,2,12
0.4731,-3.2007,0.8848,123.659,141.220,156.280,2,12
0.5503,-3.2358,1.0034,102.561,141.829,144.268,2,12
-0.4263,3.3882,-0.8184,-76.280,-5.915,-162.866,1,12
-0.3813,3.3374,-0.8584,-83.415,-0.061,-150.122,1,12
-0.3276,3.3042,-0.8711,-91.463,5.488,-138.049,1,12
-0.2788,3.2739,-0.8945,-99.329,11.220,-125.915,1,12
-0.2217,3.2456,-0.9087,-108.476,16.951,-114.512,1,12
-0.1758,3.2285,-0.9287,-118.537,21.220,-103.232,1,12
-0.1230,3.2197,-0.9229,-129.390,25.305,-91.768,1,12
