ax,ay,az,gx,gy,gz,slot,label
-0.5615,1.1992,0.2109,-42.988,79.390,7.683,1,13
-0.5493,1.1792,0.2285,-41.707,77.866,11.646,1,13
-0.5381,1.1533,0.2319,-40.671,75.488,16.037,1,13
-0.5264,1.1230,0.2383,-40.000,72.378,19.756,1,13
-0.5127,1.0986,0.2397,-39.207,68.963,23.598,1,13
-0.5151,1.0679,0.2388,-38.415,64.146,27.317,1,13
-0.5215,1.0508,0.2461,-39.024,59.207,30.427,1,13
-0.5225,1.0293,0.2490,-40.732,53.902,33.049,1,13
-0.6958,1.0806,0.2417,-71.402,6.829,58.902,1,13
-0.7100,1.0874,0.2583,-71.951,4.329,60.488,1,13
-0.7329,1.1099,0.2979,-72.317,-0.549,63.537,1,13
-0.7432,1.1152,0.3193,-71.341,-5.671,66.646,1,13
-0.7559,1.1069,0.3403,-68.963,-12.988,71.951,1,13
-0.7749,1.1030,0.3696,-67.439,-17.927,75.671,1,13
-0.7896,1.0933,0.3853,-66.524,-22.317,78.841,1,13
-0.8066,1.0674,0.3965,-66.341,-26.890,81.646,1,13
-0.5518,1.1118,0.4717,-28.171,-61.585,103.110,1,13
-0.5293,1.1177,0.4438,-18.720,-64.207,103.902,1,13
-0.4922,1.1147,0.4063,-9.817,-66.585,104.695,1,13
-0.4775,1.1187,0.3750,-0.915,-68.780,105.000,1,13
-0.4370,1.1543,0.3604,8.659,-72.683,104.939,1,13
-0.4175,1.2598,0.2700,16.829,-76.707,103.720,1,13
-0.3872,1.4287,0.1611,30.488,-80.000,102.317,1,13
-0.3994,1.6055,0.2568,42.500,-85.793,101.037,1,13
-0.4097,1.6499,0.3135,48.293,-91.646,100.061,1,13
-0.4092,1.5879,0.2847,57.195,-97.439,101.524,1,13
-0.4160,1.4644,0.1509,72.622,-101.951,103.963,1,13
-0.4409,1.3330,-0.0786,97.622,-105.366,105.732,1,13
-0.5054,1.2432,-0.1655,127.622,-108.171,104.085,1,13
-0.5747,1.1919,-0.1470,154.390,-110.305,97.744,1,13
-0.6104,1.1890,-0.0508,177.378,-112.256,88.171,1,13
-0.6284,1.1787,0.0938,197.134,-113.537,78.171,1,13
-0.4253,-0.9185,-0.4761,166.646,-47.927,19.329,1,13
-0.3970,-0.8257,-0.6709,134.817,-29.085,13.598,1,13
-0.3374,-0.6689,-0.7949,99.695,-10.671,10.671,1,13
-0.2554,-0.4741,-0.8579,63.110,3.841,11.159,1,13
-0.1592,-0.2441,-0.9092,31.159,13.171,15.488,1,13
-0.0742,0.0396,-0.8818,6.646,15.305,23.049,1,13
-0.0098,0.3247,-0.7729,-10.854,11.646,32.683,1,13
0.0156,0.5454,-0.5957,-22.744,3.659,42.866,1,13
0.0313,0.7095,-0.3247,-30.854,-9.451,55.671,1,13
0.0259,0.7373,-0.2568,-31.585,-13.293,58.963,1,13
0.0186,0.7554,-0.1250,-33.049,-19.878,63.110,1,13
0.0034,0.7646,-0.0303,-35.671,-25.183,64.390,1,13
-0.0039,0.7515,0.0317,-40.061,-28.110,62.561,1,13
-0.0098,0.7563,0.0742,-46.646,-28.902,58.902,1,13
-0.0107,0.7632,0.0840,-53.841,-26.951,54.390,1,13
0.0171,0.7656,0.0928,-61.768,-22.744,49.390,1,13
0.5396,1.6060,0.0015,-63.415,-6.402,53.537,1,13
0.5752,1.7012,0.0176,-55.244,-7.378,55.305,1,13
0.5928,1.7710,0.0430,-47.073,-9.085,57.256,1,13
0.5977,1.8071,0.0493,-37.927,-10.488,58.293,1,13
0.5952,1.8130,0.0708,-28.841,-12.439,59.329,1,13
0.5737,1.7983,0.1069,-20.915,-14.329,59.390,1,13
0.5342,1.7471,0.1299,-15.183,-16.585,58.902,1,13
0.4907,1.6509,0.1675,-10.671,-18.902,57.256,1,13
0.0908,0.8389,0.0967,-62.988,-19.024,30.183,1,13
0.0986,0.8579,0.1011,-73.476,-18.415,31.585,1,13
0.1099,0.9043,0.1045,-83.476,-18.415,33.720,1,13
0.1255,0.9609,0.1108,-91.341,-18.902,36.768,1,13
0.1353,1.0181,0.1050,-96.707,-19.085,40.061,1,13
0.1401,1.0845,0.0889,-99.268,-19.207,43.415,1,13
0.1450,1.1440,0.0791,-99.573,-19.695,46.585,1,13
0.1416,1.1924,0.0601,-97.195,-19.878,49.207,1,13
0.5532,-1.2505,0.2822,36.768,-38.293,-12.805,2,13
0.5474,-1.2671,0.2295,36.524,-37.866,-13.659,2,13
0.5439,-1.2905,0.1938,36.524,-37.073,-15.183,2,13
0.5234,-1.3013,0.1543,37.134,-36.098,-17.012,2,13
