ax,ay,az,gx,gy,gz,slot,label
0.7646,0.4087,-0.2778,7.683,-2.012,1.341,1,13
0.7637,0.4087,-0.2788,7.927,-1.829,0.671,1,13
0.7607,0.4136,-0.2744,7.866,-1.890,0.366,1,13
0.7666,0.4165,-0.2715,8.476,-2.073,-0.366,1,13
0.7627,0.4072,-0.2827,8.293,-1.890,-0.732,1,13
0.7646,0.4175,-0.2754,8.354,-1.829,-1.707,1,13
0.7637,0.4194,-0.2705,8.110,-1.890,-1.890,1,13
0.7568,0.4180,-0.2744,7.988,-1.707,-2.378,1,13
0.7539,0.5054,-0.2607,7.866,-1.646,-8.780,1,13
0.7559,0.5049,-0.2808,7.500,-1.280,-8.963,1,13
0.7476,0.5122,-0.2622,7.439,-1.524,-9.085,1,13
0.7412,0.5093,-0.2720,7.317,-1.524,-9.146,1,13
0.7485,0.5171,-0.2778,6.829,-1.585,-9.146,1,13
0.7520,0.5220,-0.2710,7.378,-1.768,-9.207,1,13
0.7490,0.5244,-0.2725,6.646,-1.707,-9.268,1,13
0.7446,0.5273,-0.2671,6.646,-1.220,-9.207,1,13
0.7554,0.5654,-0.2866,4.085,-3.537,-6.585,1,13
0.7534,0.5693,-0.2861,3.963,-3.354,-6.280,1,13
0.7598,0.5645,-0.2827,4.085,-3.293,-5.732,1,13
0.7612,0.5610,-0.2935,3.902,-3.293,-5.122,1,13
0.7627,0.5684,-0.2861,3.720,-3.415,-4.878,1,13
0.7607,0.5605,-0.2886,3.232,-3.659,-4.573,1,13
0.7661,0.5645,-0.2939,3.476,-3.780,-4.207,1,13
0.7642,0.5708,-0.2930,2.683,-3.659,-3.841,1,13
0.7554,-0.7378,-0.2866,6.768,7.195,1.646,2,13
0.7471,-0.7344,-0.2949,6.585,7.561,1.646,2,13
0.7603,-0.7383,-0.2930,6.220,8.049,1.341,2,13
0.7534,-0.7373,-0.2969,5.793,7.988,1.280,2,13
0.7500,-0.7417,-0.2939,5.671,8.232,1.280,2,13
0.7563,-0.7451,-0.2964,5.244,8.537,0.976,2,13
0.7524,-0.7412,-0.2949,4.878,8.780,0.976,2,13
0.7568,-0.7461,-0.2939,4.878,8.720,0.793,2,13
0.7588,0.5610,-0.2959,2.378,-3.963,-3.476,1,13
0.7632,0.5654,-0.2979,2.012,-3.902,-3.293,1,13
0.7690,0.5698,-0.3027,1.524,-4.146,-2.683,1,13
0.7695,0.5718,-0.2993,1.220,-4.024,-2.439,1,13
0.7759,0.5649,-0.3047,0.915,-4.085,-2.134,1,13
0.7793,0.5732,-0.3022,0.000,-4.268,-1.951,1,13
0.7817,0.5723,-0.2988,-0.244,-3.902,-1.341,1,13
0.7734,0.5664,-0.3086,-0.549,-4.024,-1.037,1,13
0.7891,0.5928,-0.3062,-1.890,-6.220,2.744,1,13
0.7886,0.5894,-0.3018,-1.890,-6.402,3.232,1,13
0.7930,0.5869,-0.3066,-1.829,-6.463,3.110,1,13
0.7886,0.5918,-0.3037,-1.463,-6.646,3.415,1,13
