ax,ay,az,gx,gy,gz,slot,label
-1.1548,-0.0874,0.3062,-49.207,12.256,21.768,4,42
-1.1533,-0.0703,0.3149,-45.793,14.512,21.951,4,42
-1.1470,-0.0605,0.3027,-42.927,16.524,22.561,4,42
-1.1338,-0.0679,0.2822,-40.183,18.780,23.354,4,42
-1.1157,-0.0864,0.2334,-37.805,20.366,24.695,4,42
-1.0962,-0.1064,0.2021,-35.732,21.768,25.671,4,42
-1.0771,-0.1147,0.1831,-34.268,23.537,26.951,4,42
-1.0552,-0.1387,0.1733,-33.841,24.695,27.622,4,42
-1.0107,0.0283,0.0928,-5.793,8.171,25.915,3,42
-1.0073,0.0176,0.0854,-5.183,8.415,25.732,3,42
-1.0122,0.0054,0.0874,-4.695,8.963,25.854,3,42
-1.0225,0.0024,0.1035,-4.634,9.329,26.220,3,42
-1.0195,-0.0034,0.1045,-4.817,9.878,26.098,3,42
-1.0186,-0.0034,0.1094,-6.159,10.488,26.280,3,42
-1.0254,-0.0142,0.1162,-7.500,10.976,26.280,3,42
-1.0347,-0.0166,0.1167,-9.268,11.768,26.159,3,42
-1.0376,-0.0156,0.1294,-11.037,12.378,26.585,3,42
-1.0479,-0.0288,0.1323,-12.988,13.110,26.524,3,42
-1.0532,-0.0298,0.1299,-15.183,13.902,26.585,3,42
-1.0596,-0.0361,0.1323,-17.439,14.756,26.402,3,42
-1.0669,-0.0469,0.1401,-20.000,15.305,25.671,3,42
-1.0762,-0.0557,0.1318,-22.195,15.854,25.122,3,42
-1.0864,-0.0581,0.1338,-25.244,16.890,24.634,3,42
-1.0889,-0.0708,0.1392,-28.537,17.378,23.902,3,42
-1.0581,-0.0942,0.0767,-21.098,26.159,26.159,4,42
-1.0630,-0.0884,0.0820,-18.841,26.768,26.524,4,42
-1.0601,-0.1025,0.0874,-16.646,26.951,26.890,4,42
-1.0586,-0.1206,0.0923,-14.329,27.378,27.195,4,42
-1.0615,-0.1240,0.0850,-11.037,27.927,27.195,4,42
-1.0654,-0.1401,0.0771,-8.049,28.476,27.378,4,42
-1.0586,-0.1450,0.0728,-5.305,29.268,27.317,4,42
-1.0571,-0.1553,0.0718,-2.561,29.817,27.439,4,42
-1.0986,-0.0972,0.1963,-60.793,25.122,19.695,3,42
-1.1021,-0.1016,0.1880,-64.207,26.159,19.146,3,42
-1.0952,-0.1118,0.1909,-67.378,27.073,18.598,3,42
-1.0962,-0.1240,0.2041,-70.854,27.866,17.866,3,42
-1.0962,-0.1294,0.1958,-74.512,28.598,16.707,3,42
-1.1064,-0.1313,0.2061,-78.659,29.390,15.488,3,42
-1.1064,-0.1465,0.2227,-83.902,30.427,13.841,3,42
-1.1030,-0.1660,0.2407,-89.268,31.220,12.500,3,42
