ax,ay,az,gx,gy,gz,slot,label
0.7373,-1.4927,0.9590,47.317,69.878,-72.744,1,22
0.7422,-1.4214,0.9331,43.598,70.549,-76.524,1,22
0.7363,-1.3467,0.9219,39.817,70.732,-80.305,1,22
0.7314,-1.2817,0.8979,35.732,71.159,-83.415,1,22
0.7280,-1.2070,0.8779,30.976,71.463,-86.646,1,22
0.7217,-1.1431,0.8657,25.854,72.073,-89.268,1,22
0.7178,-1.0776,0.8438,21.402,72.500,-91.707,1,22
0.7173,-1.0190,0.8213,18.476,72.378,-94.329,1,22
1.0171,0.8945,1.0298,-73.415,-5.976,32.012,2,22
0.9941,0.8755,0.9814,-80.488,-8.293,36.159,2,22
0.9839,0.8521,0.9487,-86.585,-10.732,39.512,2,22
0.9575,0.8340,0.9136,-92.195,-13.110,43.171,2,22
0.9404,0.8203,0.8643,-97.744,-15.244,46.280,2,22
0.9155,0.7979,0.8286,-102.134,-17.683,49.207,2,22
0.9136,0.7813,0.7993,-106.341,-19.817,52.073,2,22
0.8950,0.7666,0.7661,-109.390,-22.073,54.512,2,22
0.7100,-0.9634,0.7998,17.988,73.354,-96.951,1,22
0.7036,-0.9033,0.7798,18.780,73.049,-99.512,1,22
0.7446,-0.8457,0.7690,17.683,68.232,-102.988,1,22
0.7153,-0.7920,0.7251,22.378,68.232,-106.098,1,22
0.6953,-0.7363,0.7100,30.549,70.000,-108.659,1,22
0.6802,-0.6816,0.7319,39.085,72.805,-110.793,1,22
0.6704,-0.6387,0.7676,40.915,75.427,-111.890,1,22
0.6563,-0.6191,0.7681,37.622,76.341,-112.439,1,22
0.8823,0.7524,0.7339,-112.439,-23.780,56.646,2,22
0.8647,0.7461,0.7007,-114.695,-25.793,59.024,2,22
0.8550,0.7271,0.6807,-116.280,-27.927,60.976,2,22
0.8369,0.7212,0.6553,-117.073,-30.061,62.744,2,22
0.8223,0.7056,0.6270,-117.805,-32.134,64.024,2,22
0.8091,0.6943,0.6128,-118.232,-33.963,65.671,2,22
0.7920,0.6904,0.5801,-118.049,-35.732,67.012,2,22
0.7817,0.6748,0.5679,-117.195,-37.439,68.354,2,22
0.6328,-0.5923,0.7266,34.878,78.232,-112.073,1,22
0.6338,-0.5664,0.7144,40.244,79.024,-112.561,1,22
0.6274,-0.5400,0.6943,47.439,79.146,-113.049,1,22
