ax,ay,az,gx,gy,gz,slot,label
0.0073,1.2065,0.2441,20.000,-61.524,6.098,1,12
0.0015,1.1987,0.2397,22.439,-61.402,8.232,1,12
-0.0015,1.1929,0.2417,25.183,-60.976,10.366,1,12
-0.0073,1.1851,0.2378,27.378,-61.037,11.951,1,12
-0.0186,1.1743,0.2422,29.512,-60.549,13.780,1,12
-0.0234,1.1694,0.2324,30.793,-60.488,15.793,1,12
-0.0234,1.1528,0.2319,32.805,-60.122,17.683,1,12
-0.0352,1.1440,0.2217,33.780,-60.061,19.512,1,12
-0.0420,1.1206,0.2212,35.427,-59.634,22.378,1,12
-0.0459,1.1182,0.2129,35.793,-59.329,23.293,1,12
-0.0527,1.1016,0.1982,36.524,-58.902,25.244,1,12
-0.0542,1.0903,0.1929,36.463,-58.476,26.829,1,12
-0.0684,1.0708,0.1978,37.134,-57.561,28.841,1,12
-0.0728,1.0542,0.1963,37.195,-57.134,30.488,1,12
-0.0703,1.0254,0.1909,37.439,-55.549,33.293,1,12
-0.0757,1.0093,0.1792,37.195,-54.756,35.061,1,12
-0.0713,0.9927,0.1841,37.073,-53.537,36.524,1,12
-0.0762,0.9707,0.1777,36.524,-52.439,38.293,1,12
-0.0781,0.9590,0.1772,36.220,-51.524,39.695,1,12
-0.0884,0.9419,0.1748,35.549,-50.488,40.915,1,12
-0.0835,0.9263,0.1768,34.878,-49.451,41.951,1,12
-0.0825,0.9063,0.1772,34.268,-48.476,43.110,1,12
-0.0874,0.8911,0.1733,33.476,-47.561,44.207,1,12
-0.0840,0.8770,0.1655,32.622,-46.463,45.000,1,12
-0.0811,0.7358,0.1436,24.634,-39.817,48.476,1,12
-0.0864,0.7217,0.1367,23.963,-39.390,47.927,1,12
-0.0894,0.7075,0.1406,23.171,-38.598,47.744,1,12
-0.0859,0.7056,0.1323,21.768,-37.866,47.012,1,12
-0.0903,0.6870,0.1274,21.159,-37.134,46.829,1,12
