ax,ay,az,gx,gy,gz,slot,label
-1.0132,-0.2461,0.1621,18.171,16.280,8.415,3,41
-1.0200,-0.2666,0.1567,15.976,16.768,8.841,3,41
-1.0293,-0.2896,0.1499,13.415,17.561,9.268,3,41
-1.0332,-0.3081,0.1523,11.402,18.415,10.305,3,41
-1.0303,-0.3286,0.1421,8.902,19.085,10.915,3,41
-1.0220,-0.3369,0.1372,6.037,19.512,12.317,3,41
-1.0161,-0.3379,0.1372,3.232,20.000,13.171,3,41
-1.0171,-0.3467,0.1367,0.183,20.610,14.512,3,41
-1.0127,-0.3501,0.1230,-2.988,20.671,15.793,3,41
-1.0127,-0.3521,0.1265,-6.220,21.402,17.012,3,41
-1.0093,-0.3418,0.1201,-9.268,21.463,18.110,3,41
-1.0122,-0.3457,0.1240,-13.232,21.829,19.756,3,41
-1.0122,-0.3408,0.1113,-16.098,22.012,20.915,3,41
-1.0073,-0.3384,0.0977,-19.390,22.561,21.524,3,41
-1.0103,-0.2881,0.1035,-21.829,23.354,22.683,3,41
-1.0034,-0.2510,0.1362,-25.427,23.537,24.207,3,41
-1.0054,-0.2578,0.1152,-28.415,23.476,25.976,3,41
-1.0005,-0.2681,0.0874,-30.122,23.659,26.585,3,41
-0.9980,-0.2632,0.0820,-33.354,24.878,26.829,3,41
-1.0122,-0.3457,0.1240,-13.232,21.829,19.756,3,41
-1.0029,-0.2051,0.0952,-37.622,24.939,27.561,3,41
-1.0151,-0.1890,0.0962,-39.756,24.939,28.354,3,41
-1.0186,-0.1675,0.0898,-42.866,25.793,28.659,3,41
-1.0171,-0.1504,0.0938,-44.451,26.402,28.780,3,41
-1.0127,-0.1382,0.0947,-46.098,27.073,28.963,3,41
-1.0034,-0.1221,0.0942,-47.012,26.829,29.085,3,41
-1.0137,-0.0996,0.1016,-47.927,27.500,29.085,3,41
-1.0098,-0.0850,0.1074,-48.659,28.171,29.085,3,41
-1.0190,-0.0679,0.1064,-48.598,28.598,28.537,3,41
-1.0176,-0.0439,0.1016,-48.110,29.390,28.659,3,41
-1.0215,-0.0186,0.1040,-47.744,30.488,28.232,3,41
-1.0264,-0.0024,0.1099,-48.232,31.707,28.171,3,41
-1.0254,0.0049,0.1099,-48.476,32.683,27.683,3,41
-1.0225,0.0151,0.1094,-48.415,33.354,28.171,3,41
-1.0239,0.0161,0.1079,-48.110,34.512,28.171,3,41
-1.0269,0.0107,0.0981,-47.927,35.549,28.049,3,41
-1.0356,0.0112,0.0947,-47.256,36.463,27.622,3,41
-1.0303,0.0112,0.0991,-47.195,37.500,27.378,3,41
-1.0415,0.0127,0.0962,-47.317,38.659,27.134,3,41
-1.0381,0.0093,0.1050,-48.293,40.122,26.768,3,41
-1.0283,-0.0405,0.0967,-50.183,50.427,27.012,3,41
-1.0327,-0.0415,0.1138,-52.500,52.317,27.256,3,41
-1.0327,-0.0513,0.1309,-55.915,54.024,27.073,3,41
-1.0244,-0.0776,0.1489,-58.902,54.329,27.744,3,41
-1.0215,-0.1064,0.1558,-60.732,54.756,27.988,3,41
-1.0176,-0.1494,0.1362,-62.195,55.488,28.171,3,41
-1.0054,-0.1841,0.1128,-62.988,56.829,27.683,3,41
-1.0068,-0.1987,0.1138,-65.000,58.171,27.195,3,41
-1.0381,0.0923,0.0532,-16.951,-37.805,30.793,4,41
-1.0474,0.0977,0.0659,-19.390,-37.927,31.524,4,41
-1.0518,0.0869,0.0571,-21.707,-37.927,31.951,4,41
-1.0581,0.0625,0.0513,-22.683,-38.537,31.646,4,41
-1.0767,0.0352,0.0488,-23.354,-38.354,31.524,4,41
-1.0942,0.0010,0.0474,-23.171,-38.049,31.037,4,41
-1.1182,-0.0234,0.0435,-22.561,-37.744,31.098,4,41
-1.1284,-0.0630,0.0308,-21.341,-37.744,31.280,4,41
-1.1431,-0.0854,0.0132,-18.476,-37.561,31.098,4,41
-1.1587,-0.0957,0.0073,-15.366,-38.354,31.280,4,41
-1.1646,-0.0972,0.0342,-11.098,-38.537,31.220,4,41
-1.1860,-0.0894,0.0317,-7.317,-38.902,31.159,4,41
-1.1831,-0.1001,0.0249,-3.354,-39.451,31.585,4,41
-1.1787,-0.1318,0.0181,1.159,-39.390,32.805,4,41
-1.1782,-0.1494,0.0054,6.402,-39.390,34.085,4,41
-1.1714,-0.1675,-0.0049,11.037,-39.146,34.268,4,41
-1.1606,-0.1577,-0.0029,15.366,-39.817,34.817,4,41
-1.1523,-0.1479,0.0005,19.634,-40.427,34.939,4,41
-1.1396,-0.1353,-0.0005,24.024,-40.488,35.061,4,41
-1.1255,-0.1133,0.0059,28.110,-40.671,35.122,4,41
